Source;Target;Type;Weight
makeupwithamberm;anastasiabeverlyhills;Directed;1
dermalogica;caz2204;Directed;1
amberrosehairandmakeup;anastasiabeverlyhills;Directed;3
emchebeauty;esteelauder;Directed;1
bullseyelashes;bleelauretoucher;Directed;1
aceinfacestudio;noradimako;Directed;1
skintherapistnyc;get_repost;Directed;2
sweetserenityprelovedbcd;sonandpark_korea;Directed;1
dove;moimoioioioi;Directed;1
simplyxliberty;babyariel;Directed;1
hey_taryn;influenster;Directed;1
focusedonthemagic;influenster;Directed;1
jenbr2;wetnwildbeauty;Directed;1
jnoonan2016;this;Directed;1
babykopenga;neutrogena;Directed;4
tamica.totalwrapture;dermalogica;Directed;1
seizaticas;eizagonzalez;Directed;5
myskincare_beautyjourney;gerdaspil;Directed;1
nsdaesthetics;northsoundderm;Directed;2
chic_by_chica;dove;Directed;3
kimmie_esthie;dermalogica;Directed;1
beautifulmonroe;gudetama;Directed;1
deanne_33;rocskincare;Directed;1
themotherofbostons;miss;Directed;1
eternallonglocks;blackradiancebeauty;Directed;1
iker_is_mine;dermalogica;Directed;1
styleontarget;target;Directed;2
besoyt;dove;Directed;1
dazzleme_beauty;glossybox_us;Directed;1
bffbeauty;burtsbees;Directed;1
dandeeveryday;tartecosmetics;Directed;1
ashleyjblanchard;rexalldrugstoreofficial;Directed;1
ruralglamour;cremeofnature;Directed;1
itsalyssadood;influenster;Directed;1
kevinsigal;sigalmodels;Directed;1
devine_beauty_mark;clinique;Directed;1
contactlittleknown;vaselinebrand;Directed;1
neutrogena;emilywllms;Directed;1
makeupby.b;vichyusa;Directed;1
melanin.pearls;brittanybearmakeup;Directed;1
kasey.motes;influenster;Directed;1
bltigger2644;rocskincare;Directed;1
samyk0922;hometesterclubna;Directed;1
recpocahontas;dermalogica;Directed;1
carolinaaaraya;boscia;Directed;1
entirelyskin;dermalogica;Directed;2
rebavera;neutrogena;Directed;4
raffaella.n;caudalie;Directed;1
the_hair_guru;vichyusa;Directed;1
marieshoemark;dove;Directed;1
mariaortegamakeup;muradskincare;Directed;1
texassocalgirl;marulabeauty;Directed;1
naturalflydiva;hair2toe;Directed;1
lovemrsmm;dermalogica;Directed;4
victoriaryann16;colourpopcosmetics;Directed;1
dianasairy420;cetaphilus;Directed;2
limageskinspacosmeticsurgery;skinmedica;Directed;1
makeupdaily_clips;narsissist;Directed;1
the.bling.factor;tartecosmetics;Directed;1
maskonshadies;regrann;Directed;1
stephaniepaulinomua;twhiddleston;Directed;1
ravishingjanine;mdmflow;Directed;1
tnikolagomes;marksandspencerindia;Directed;1
lovelyangellady;influenster;Directed;1
makeupbyalaha;maybelline;Directed;1
lotuslor;lauramercier;Directed;1
savvyinsanfran;tubbytodd;Directed;1
mayramunsterrr;camillerosenaturals;Directed;1
dropdead_shameless;neutrogena;Directed;1
bodyworksball;virginhotels;Directed;1
jnntusama;inglot_cosmetics;Directed;1
lesa_cap;elfcosmetics;Directed;1
makeupmolly;tartecosmetics;Directed;1
snazzyyazi;hm;Directed;1
bohobeautyhouse;skinceuticals;Directed;1
adorneddahlia;nordstrom;Directed;1
satya_linak;beautyblender;Directed;10
katieanneblog;lilylolouk;Directed;1
mp_beauty0169;simpleskincare;Directed;1
mmaiohmmai;foreve;Directed;1
katlynsvanity;olay;Directed;1
korthmeyer;vichyusa;Directed;1
muadiary;skinceuticals;Directed;1
cinderschella;olay;Directed;1
luvindia;influenster;Directed;1
urbanmodelmalay;the_hairchologist;Directed;1
raspberryglow;neutrogena;Directed;1
paslamu;influenster;Directed;3
mcmakeup86;cliniqueuk;Directed;1
cakefacenicole_;aveenous;Directed;10
josephcassell1;olivia_holt;Directed;2
stylewaxpoetic;dermalogica;Directed;1
laserandskincaremiami;skinceuticals;Directed;1
thepartyparrotblog;blowoutandgo;Directed;1
maquillage_by_afifa;clarinsusa;Directed;1
stacierayeblog;influenster;Directed;1
cristinaharusha;maybelline;Directed;2
aceinfacestudio;smiffysuk;Directed;2
fauxconut;lancome;Directed;1
blandinelagoutte;blandinel;Directed;1
marktownsend1;sallyhershbergerla;Directed;1
giuliaiulia;dove;Directed;1
rayebob;influenster;Directed;1
detailed_beauty_;alphahskincare;Directed;1
lilmamakimxo;nursejamiela;Directed;1
takishahair;kerrywashington;Directed;6
nekokez;dove;Directed;1
desireefalconmakeup;gabriellestone;Directed;2
sincerelysreej;briogeo;Directed;1
fashionmakeup__brazill;narsissist;Directed;9
skinbyj_jene;zoskincentre;Directed;1
skincareevangelist;clinique_de;Directed;1
ezzeebreezyreviews;livecleanusa;Directed;1
kimm_bruin;anastasiabeverlyhills;Directed;1
stephanie_schembri;narsissist;Directed;1
smscott;thankyoufarmer;Directed;1
facethe_future;marieclaireuk;Directed;1
_margemadness;tartecosmetics;Directed;1
_krisssmua;lagirlcosmetics;Directed;1
perriconemd;sephora;Directed;7
motherhoodandlipstick;influenster;Directed;1
missdeannaj;nyxcosmeticsbrows;Directed;1
beautybyannierosee;dermalogicaaus;Directed;1
actormistyeasler;regrann;Directed;6
prettyandpaintedkat;clinique;Directed;1
donnafumoso;antoineverglas;Directed;2
neutrogena;renaetxo;Directed;1
lupan_aliona;wetnwi;Directed;1
glamorousgucci;maybelline;Directed;2
jerolsalon;dermalogica;Directed;1
dove;niqkeruu;Directed;1
carloswolfmd;skintreatsbyana;Directed;1
katrinagentindatu;aveneusa;Directed;1
prinzess_ambular;rimmellondonus;Directed;1
ask_stacia;influenster;Directed;1
drdrayzday;cosrx;Directed;1
doctoramiee;neostrata;Directed;1
benheustess;coppertoneusa;Directed;1
beauty_obsessed_aussie;joshrosebrook;Directed;1
nzingaimani;blameitonkway;Directed;1
makeupbyra3;elfcosmetics;Directed;1
bessthetics;traderjoes;Directed;1
pureprlondon;perriconemd_uk;Directed;1
amyoresman;_marissamarino;Directed;1
najitaha5;redbulltv;Directed;1
jasmineregmi;lycheexo;Directed;2
neutrogena;cotton_colum;Directed;1
dorkymando;neutrogena;Directed;1
picture_prue;clinique;Directed;1
sparkle_n_shine01;dermalogica;Directed;1
markthespaman;perriconemd;Directed;1
dove;omgitsashleyt;Directed;1
therosegoldcloset;cerave;Directed;1
freshskinfl;spa810winterpark;Directed;1
thebeautybanquet;jeffreestarcosm;Directed;1
mb.makeupxx;beauty;Directed;1
stacybmakeup;lemaquillagepro;Directed;1
charmwithabow;aveneusa;Directed;1
neutrogena;southerncookie;Directed;1
makeupbysanaa777;hudabeauty;Directed;1
rhumore;skinceuticals;Directed;1
lsscny;drmichellehenry;Directed;13
itsdendo;bengarrett;Directed;1
roguebynablah;beauty_bulletin;Directed;2
shayfabs;larocheposay;Directed;1
modernzulumom;dove;Directed;1
rochellesukbeautypage;simpleskin;Directed;1
instamakeupla;algenist;Directed;1
lucychen12;larocheposayusa;Directed;4
christeasmakeup_;chickabeelv;Directed;1
feliciagtheartist;mariobadescu;Directed;1
veramakeup;sugarbabybeauty;Directed;2
life_through_cors_eyes;peterthomasroth;Directed;2
melihyoutuber;anastasiabeverlyhills;Directed;1
victoriia__x;nyxcosmetics;Directed;1
makeupby_dounia;thebodyshop;Directed;1
cocoandchinos;muradskincare;Directed;1
neutrogena;purplecordialq;Directed;1
_skinbloom;aveneusa;Directed;1
torriemichelle_;influenster;Directed;1
karenlizescobar;jazzyfrance;Directed;1
kamelworld;thebodyshop;Directed;1
fashunfamous;humnutrition;Directed;1
instabeauty.lover;smashboxcosmetics;Directed;1
dove;ajenniferyourthoughts;Directed;1
staceywith_an_e;emmaguns;Directed;1
louisianaa;meccamaximaskincare;Directed;1
shez_says;revlon;Directed;1
maddykupiec;chaptersindigo;Directed;1
lisagrl66;thierrymugler;Directed;1
zeba.siddiquii;farsalicare;Directed;2
the_venue_at_flyinghorseranch;dove;Directed;1
neutrogena;jesse_cammisano;Directed;1
verde_lechuga;dove;Directed;1
my.beauty.adventures;cargocosmetics;Directed;1
botoxjosh;skinceuticals;Directed;1
peachyqueenblog;skederm;Directed;1
devinkielle;dove;Directed;1
marinessa207;muradskincare;Directed;3
annas_beauty_room;dermalogica;Directed;1
kiss_and_makeup101;anastasiabeverlyhills;Directed;1
hollywoodlifebeauty;olay;Directed;1
amelia.galloza.23;vichyusa;Directed;1
sarahidarliz;lacolorscosmetics;Directed;1
erinsmakeuploves;sundayriley;Directed;3
lindsay_knox_mcvety;larocheposayusa;Directed;1
joshzeichnermd;healthmagazine;Directed;2
staceyyemmaa;groupon;Directed;1
shoezandmore.com_official_site;dove_men;Directed;2
makeupyourmind89;megan;Directed;1
dermalogica;marblelouslypetite;Directed;1
thestrutbymic;dove;Directed;1
jbswanson911;coppertoneusa;Directed;1
ilana_jacqueline;etudehousesingapore;Directed;1
zoeg_beautyx;makeuprevolution;Directed;1
ritikakhurana;dove;Directed;1
j_cure4;get_repost;Directed;1
rachelkatzjewelry;highheelprncess;Directed;1
freckles.n.fringe;larocheposay;Directed;1
thegirllovesmakeup;olay;Directed;1
kathrinepuck;skinceuticals;Directed;1
yui_ponr;aveneusa;Directed;1
sulagna.mukherjee;neutrogena;Directed;1
makeupby.alana;anastasiabeverlyhills;Directed;1
marbles.masks.mascara;aveneusa;Directed;1
phreshspasalon;get_repost;Directed;1
couturecarrie;kloraneusa;Directed;1
koalabarra;kyliejenner;Directed;1
neutrogena;miss_mabalisa;Directed;1
sarmistha_ghosh_;mynykaa;Directed;1
vj_red;eauthermaleavenefrance;Directed;1
tiffanniiiij;ericateamer;Directed;1
goodskindays;sarahschofieldbeauty;Directed;1
drdrayzday;eltamdskincare;Directed;1
the_preppytraveler;simpleskincare;Directed;1
drugstoredressingtable;walgreens;Directed;3
melup;alphahspain;Directed;1
pureskindermatology;finchi0611;Directed;6
kate.berkley;elfcosmetics;Directed;1
lipsticklatitude;ultabeauty;Directed;3
stellapan2017;larocheposayusa;Directed;1
beautybydarbs;milanicos;Directed;1
mp_beauty0169;viktor_and_rolf;Directed;1
osisi2004;norma_laolagi;Directed;1
caz_wilson;dermalogica;Directed;2
watsupmakeup;anastasiabeverlyhills;Directed;1
ciaobella8806;aveenous;Directed;1
multibellezza;lorealmakeup;Directed;1
skkincarepost;cosrx;Directed;1
freelikesfollowersdm4promo;dove;Directed;1
rydenxdirtay;aveenous;Directed;1
makeupbyd_anna;muradskincare;Directed;5
rainababy1013;andalounaturals;Directed;1
fablaboratory;saks;Directed;1
misslizheart;tjmaxx;Directed;1
skin1skincare;aveneusa;Directed;1
senarahealthspa;skinceuticals;Directed;1
shradhas_skincare;nipandfab;Directed;1
neutrogena;bellmich;Directed;2
pathetic_kitten;dermalogica;Directed;1
beccasbeautyplanet;olay;Directed;1
makeupbysashaaraujo;emilyjoykampenphotographer;Directed;3
knackforlashes;skinceuticals;Directed;1
plushpouts;batiste;Directed;1
ashleyreneelowe_;muradskincare;Directed;1
dove;shay;Directed;1
psicoviviana;neutrogena;Directed;1
viva_glam_kay;biodermausa;Directed;1
darlingcosette;allure;Directed;1
stacybmakeup;twofacedcosmetics;Directed;1
labeautyguide;muradskincare;Directed;1
anamariabarbumakeup;bennyemakeup;Directed;2
jaysavang;colourpopcosmetics;Directed;5
crazypretty;kateryaninc;Directed;6
lilibethc27;neutrogena;Directed;6
jbrytni;zuhairmuradofficial;Directed;1
beautybyriz86;biodermausa;Directed;1
mua_simonrihana;bareminerals;Directed;1
ojoscafebyangeris;nyxcosmetics;Directed;2
ioana.voicuu;kikomilano;Directed;1
starsnrockets75;siam_seas;Directed;3
mermaidread;dermalogica;Directed;1
imyourrushmore;koparibeauty;Directed;1
deepashashank;neutrogena;Directed;1
areteaesthetics;skinceuticals;Directed;6
victoriaryann16;coverfx;Directed;2
makeupevawillet;benefitcosmetics;Directed;1
clairehughes05;cleanandclear;Directed;1
anette.bg;drdennisgross;Directed;1
beautytutie;neutrogena;Directed;2
weallgrowlatina;dove;Directed;2
theskintale;skinceuticals;Directed;1
art_by_farisroslan;neutrogena;Directed;1
beautycornerbyagne;lushcosmetics;Directed;1
beyond3layers;perriconemd;Directed;1
nartistry_co;paulitobonau;Directed;1
baselift;nocopyrightsounds;Directed;1
tiana_louise26;neutrogena;Directed;1
aineffriel;lorealmakeup;Directed;1
keshiashanae;influenster;Directed;1
ursulatransforms;larocheposayusa;Directed;2
ashleydubrock;nyxcosmetics;Directed;1
dove.cameron.videos;disneydescendants;Directed;1
s.o.n.i.a.s.h.a.w;skinceuticals;Directed;1
dove;yakom910;Directed;1
xo.linzabelle;yestocarrots;Directed;1
iamshanicephillips;neutrogena;Directed;2
lisas_candy_buffet;colourpopcosmetics;Directed;4
lacihill3;dermalogica;Directed;1
em__ma__;dermalogica;Directed;1
skinceuticals;drpetermschmid;Directed;1
ashleym.mua;neutrogena;Directed;1
taraleisa;lorealmakeup;Directed;1
jordy_jords;amazingpink101;Directed;1
naturaleesh;dove;Directed;1
culturallyinclined22;vichyusa;Directed;1
gotskininthegame;neutrogena;Directed;4
pandamommium;babydoveus;Directed;1
beautybyadar_;ultabeauty;Directed;1
anna.snapss;cherrydreamy;Directed;1
herinkheart;cetaphilus;Directed;2
glamourbyhosway;biodermausa;Directed;12
katecanbefit;dove;Directed;1
expressionsbeautybar;dermalogica;Directed;3
skinderellie;muradskincare;Directed;1
theemptiesbin;glossier;Directed;1
sephorafairoaks;foreo;Directed;1
wakethedeadscrubs;w;Directed;1
frecklesandeyebrows;anastasiabeverlyhills;Directed;1
gorjess;dermalogica;Directed;5
aveenous;pflagnational;Directed;1
stylesprinter;esteelauder;Directed;1
erica.wilhemina;perriconemd;Directed;1
drdanabeauty;janetreacyqvc;Directed;6
cutegrier;nashgrier;Directed;1
apostrophereps;olay;Directed;1
chronicurls;olay;Directed;1
samples4rosa;larocheposayusa;Directed;2
thehairtheory;pillowtalkaustralia;Directed;1
ellaesi;neutrogena;Directed;1
dellaterrabeauty;neutrogena;Directed;1
danfsh88;clarinsofficial;Directed;2
katiedollmakeup;tartecosmetics;Directed;1
hayley_lou84;dermalogica;Directed;1
bronteleebeauty;narsissist;Directed;1
lvcouponmommy;naturesbounty;Directed;1
fan1_camdallas;tiffany;Directed;1
password1236672;skinceuticals;Directed;1
bitchface_betty;keweko_skincare;Directed;1
prettyincity;muradskincare;Directed;1
makyajduragii;nuxeturkiye;Directed;1
marinessa207;nipandfab;Directed;2
beautyintheglow;itcosmetics;Directed;7
giorgi.giorgis1234;coppertoneusa;Directed;3
alexlamarsh;nyxcosmeticseyes;Directed;2
cosmobyshay;catrice;Directed;1
fabijmakeup;velourlashesofficial;Directed;1
starryluuv;olay;Directed;1
mariamashafox;neutrogena;Directed;1
charmaine920;influenster;Directed;1
ellas_beauty_mark;physiciansformula;Directed;1
danahcleaton;dermalogica;Directed;1
glambychelsea;smashboxcosmetics;Directed;1
clinic805;skinceuticals;Directed;1
princesskit10_;julepbeauty;Directed;1
makeup_enthusiast_kelsey;dermalogica;Directed;1
flawlesssdolls;maccosmetics;Directed;1
prettyliltantrum;dovebabyus;Directed;1
annaida_g;marianna_hewitt;Directed;1
burninglegacies;olay;Directed;1
carollmarafao;dermalogica;Directed;1
naturalbeautymermaid;get_repost;Directed;1
neutrogena;marlene1s;Directed;1
kierrahspam;neutrogena;Directed;1
gwdocs;dceff_org;Directed;1
tanyperfect;darkdelicateandvintage;Directed;1
teencynic;lorealmakeup;Directed;1
geeksweetheart;influenster;Directed;1
caroline_ponamareva;dermalogica;Directed;1
ar.anarita;smashboxcosmetics;Directed;5
makeupkanchhi;neutrogena;Directed;5
danlou9;neutrogena;Directed;1
trixi_trini;muradskinca;Directed;1
courtmontes;arizonasfamily;Directed;1
kj.hodges;neutrogena;Directed;1
harlemhiit;beenoughperiod;Directed;2
jjnycole_xo;bestdamnbeauty;Directed;1
rainglow.pnw;bioreus;Directed;1
smithcosmetics;satya_linak;Directed;5
neutrogena;geminispeaks75;Directed;1
kriolamommyscholar;marinobambinos;Directed;1
raquelringgold;neutrogena;Directed;1
beautybyhannahlebron;dermalogica;Directed;4
thebeautynotesblog;lush;Directed;2
yackievds;colourpopcult;Directed;1
russakplus;revisionskincare;Directed;2
drrobertanolik;lisalampshadelady;Directed;2
sam.soundy;muradskin;Directed;1
skincarebyblythe;beautyb;Directed;1
vichyusa;jenn_edit;Directed;1
mamaslaay;dove;Directed;1
mwmakeup;drdendy;Directed;2
sara_brown_55;wetnwi;Directed;1
julesocial;eauthermaleavenefrance;Directed;1
carollago;100percentpure;Directed;1
dermdrhale;thebreakers;Directed;3
xxjenadanxx;pantene;Directed;1
joann_xoxo23;thekatvond;Directed;1
solmarie12;mellowcosmetics;Directed;1
brianstew310;aveenous;Directed;1
olay;clemercywhaley;Directed;1
sashaborax;benefitcosmetics;Directed;1
orangemintpop;maybelline;Directed;1
mzangiebabyy;olay;Directed;1
glambymaraiahcrystal;maraiahcrystal;Directed;1
bam.makeup;smashb;Directed;1
virgo_rain97;herbalessences;Directed;1
makeupbysarahmae_;purlisse;Directed;1
fancytofrugal;olay;Directed;1
curlyhairedmessymane;bassamfattouh;Directed;1
coffee.and.chaos;kristin_ess;Directed;1
thebeautyroomsorm;dermalogica;Directed;4
pammcfall;betsyslade;Directed;1
sephorachristiana;perriconemd;Directed;2
advanceddermclinic;hsharp5;Directed;1
drsharimarchbein;eyeswoon;Directed;1
keziaevelinalarisa;bhcosmeticslips;Directed;1
reachingforthatglow;youthtothepeople;Directed;1
theslavfox;larocheposayusa;Directed;1
alexisvogue;dove;Directed;1
glowedupgirl;ilovepacifica;Directed;1
krishamaxwell;bhcosmetics;Directed;1
beautybymsb_;lagirlcosmetics;Directed;1
bobbybukamd;supergoop;Directed;1
topknotsandpearls;ultabeauty;Directed;1
_no0or70;soapandgloryusa;Directed;1
muradskincare;bellagirl042;Directed;1
thepalearticleuk;dove;Directed;1
nathalydove;dermalogica;Directed;1
jenn_chen12;bootsuk;Directed;1
katmceachern;julepbeauty;Directed;1
mkaylauren;aveneusa;Directed;1
biodermausa;josephinacollection;Directed;1
obsidian_artistry;vichyusa;Directed;1
beautebyseda;perriconemd;Directed;1
sephorapalmdesert;sephora;Directed;1
dove_egyptianbeauty;dove;Directed;1
fuchsiaangie;perriconemd;Directed;2
fabiolamercadobeauty;stilacosmetics;Directed;3
virginiabenedict;walmart;Directed;2
lacurlygirls;dryolandalenzy;Directed;1
bleutiflily;nads;Directed;1
sheryl526;ultabeauty;Directed;2
secretsofsunshine;julepbeauty;Directed;1
makeupbypolinap;banobrushes;Directed;2
guiltybytes;kajol;Directed;1
bethanyciotola;olay;Directed;5
bundeenah;hourglasscosmetics;Directed;1
o_hills_1;torridfashion;Directed;1
giafarrellmusic;skinceuticals;Directed;1
lashenny21nails;revlonshade;Directed;1
daleyq;drmichellehenry;Directed;1
lipglossmetro;farmacybeauty;Directed;1
monicabulandayhmua;victoriassecret;Directed;6
rayomah_makeup;elciecosmetics;Directed;1
facestylist;msamodelsla;Directed;1
beautybyrudy;muradskincare;Directed;2
makeups_evy;shopvioletvoss;Directed;3
vintage_astrid;dermalogica;Directed;1
paperbagbeauty;paperbagbeauty;Directed;2
bullfrogandbaum;lauramercier;Directed;1
dermstore;mdsolarsciences;Directed;1
missylove_xo;influenster;Directed;2
healthyskinwithkim;dermalogica_ny_learning_loft;Directed;1
freihawander;niveaindia;Directed;2
ezekielsaccessories;vueset;Directed;1
kayunfiltered;tatcha;Directed;1
really_michelle;sigmabeauty;Directed;1
iamsandyromero;anastasiabeverlyhills;Directed;1
primpandshow;neutrogena;Directed;1
over40andkillingit;cerave;Directed;1
alinamfthompson;influenster;Directed;1
omega_sega;oliviacare;Directed;1
musicalhouses;dove;Directed;1
_chloe123456;dermalogicauk;Directed;1
glamby_pari;bhcos;Directed;1
drsharimarchbein;lorealmakeup;Directed;2
meemscouture;jouercosmetics;Directed;1
coppermakeup;tonymoly;Directed;2
sameetatu;netehurrahbek;Directed;1
nbzupich;cerave;Directed;1
ashermelekeowei;perriconemd;Directed;1
glamgamm70;buxomcosmetics;Directed;1
robbyjeart;wetnwildbeauty;Directed;1
beauty.by.sarahxx;maybelline;Directed;1
brandimaya;toofaced;Directed;1
mokatherine94;phish;Directed;1
clairetalksbeauty_blog;skinceuticalsca;Directed;1
sara_mua_;hourglasscosmetics;Directed;1
dripsapandya;lakmeindia;Directed;1
leilossweetshop;wellsfargo;Directed;1
beachstreetbag;beach;Directed;1
cristinamutchlertv;skinceuticals;Directed;1
kristinoliviafit;moroccanoil;Directed;1
veli.mp3;anastasiabeverlyhills;Directed;1
kayleefx;zpalette;Directed;1
skinstoreofficial;strivectin;Directed;1
sophisticated_beauty_by_mary;rcmamakeup;Directed;1
fountainof30;influenster;Directed;2
drshasahu;caroleflamantsalondebeaute;Directed;1
axel.the.mua;lauramercier;Directed;1
dandeeveryday;anastasiabeverlyhills;Directed;1
em.gast23;dove;Directed;1
amylinnen;jujaactive;Directed;1
kimpalanca;dove;Directed;1
beatbyemma;influenster;Directed;1
enedina66;bornprettystore;Directed;1
skinceuticals;lilirousso;Directed;2
carolagmakeup;kerrywashington;Directed;11
beautygrail;perriconemd;Directed;1
curlyourlashes;whitneysmoore;Directed;1
choosearow;dove;Directed;1
thrifting_xoxo;simpleskincare;Directed;1
tink_rituals;farmacybeauty;Directed;1
jennaj_fans;neutrogena;Directed;1
icreativejunkie;dove;Directed;1
geekyowl;elfcosmetics;Directed;1
reretheesty;janmariniskinresearch;Directed;1
heatherleemua;covergirl;Directed;1
nashvillemakeup;lancomeofficial;Directed;1
odielebeauty;aveneusa;Directed;1
neutrogena;laura;Directed;1
beautygurulori;dermalogica;Directed;1
ivelina816;neutrogena;Directed;3
afshin_alam;dove;Directed;1
baby._palm;narsissist;Directed;1
13maru;olay;Directed;3
paige.tokazewski;neutrogena;Directed;1
rachel_feister;bedheadbytigi;Directed;1
adrianacbeauty;lancomeofficial;Directed;1
giannanicolesvanity;benefit;Directed;3
skinceuticals;capetrilli;Directed;1
eastcoastkam;hempzbeauty;Directed;1
beautballerina;dermstore;Directed;1
adam_521r_;dove;Directed;1
lit.slime19;qtbearslime;Directed;1
skintrovert;guerlain;Directed;1
cakesandbass;thebodyshop;Directed;2
jocelynnoelle_;influenster;Directed;1
tony_sam_;narsissist;Directed;1
sassyshelly129;target;Directed;1
ellenrobinson_16;gemagain;Directed;1
drhowardsobel;aidswalkny;Directed;1
ukuhlaylee;kneskoskin;Directed;1
justlikej3ssir;neutrogena;Directed;2
askdorianne;olay;Directed;1
queenbri93mua;itcosmetics;Directed;1
ms40banks;glamglow;Directed;1
aveenous;catslavery;Directed;1
_loveofskin;olay;Directed;1
farmasi.onlinesatis.tr;narsissist;Directed;1
citytotheshore;sephora;Directed;1
beautyjunkies;aveneusa;Directed;1
drshasahu;aveneusa;Directed;2
goldenbergderm;christiebrinkley;Directed;1
ashley_pyle_mua;lagirlcosmetics;Directed;1
sheridonbyrnebirthdoula;breastfeedingart;Directed;1
tamthebeautylover;gloskinbeauty;Directed;1
skinceuticals;yolisaann;Directed;1
neutrogena;dikadiar;Directed;1
aceinfacestudio;vasanticosmetics;Directed;2
sdyemua;rimmellondonus;Directed;4
glamby_pari;bhcosmetics;Directed;10
sylvialovesthemakeup;dove;Directed;1
makeupbynikki19;itcosmetics;Directed;1
beautybydcor;benefitcosmetics;Directed;1
bythejar;lathertolashes;Directed;1
romapix;larocheposayusa;Directed;1
krististalter;olay;Directed;2
mandeeto;amytangerine;Directed;1
maggsbeauty;nicoleguerriero;Directed;1
taytayglam;shiseido;Directed;1
wesleybenjamincarter;famelash;Directed;2
vainviolets;skinceuticals;Directed;1
sunshine.mom;garnierusa;Directed;1
erica.wilhemina;biodermausa;Directed;1
purplepiper516;olay;Directed;3
a.skincare.diary;josiemarancosmetics;Directed;1
thickgrlscloset;dove;Directed;2
monicaasol;dermalogica;Directed;2
bunny__diaries;schaebens;Directed;1
maddymoobeauty;biodermausa;Directed;1
lifewithriss;paulaschoice;Directed;1
elayesthetics;_anna_english;Directed;1
nedatheesti;dermalogica;Directed;2
symphonjes;neutrogena;Directed;1
samrachellmua;natashadenonamakeup;Directed;1
catherineduroseau;nyxcosmetics;Directed;2
emberrote;audible_com;Directed;1
woc_beauty;ienvybykiss;Directed;1
multimasker;biodermausa;Directed;2
parentinginprogressblog;neutrogena;Directed;2
natashacynn;cottoncandycoral;Directed;2
yourorganicblogger;neutrogena;Directed;1
biancadinsmore;dermalogica;Directed;1
fuse_magazine;janistrue;Directed;1
katietheesty;toofaced;Directed;1
bdecker1732;aveenous;Directed;1
iikane;jackieaina;Directed;1
candymuzzy;simplystylistxo;Directed;1
nicki_olds;lovephilosophy;Directed;1
all_about_thai84;fabfitfun;Directed;1
tirzanelmodja;clinique;Directed;1
letysbeauty;urbandecaycosmetics;Directed;1
chriistendominique;dermalogica;Directed;1
laviede_adriano;neutrogena;Directed;1
mua_simonrihana;schiavone;Directed;1
darienlois;maybellene;Directed;1
neutrogena;becca_beauty97;Directed;1
taheshah;julepbeauty;Directed;1
swissperscotton;neversaydiebeauty;Directed;1
josearieldiaz;neutrogena;Directed;1
kaaaykayx3;edd_bando;Directed;2
soni_linda;neutrogena;Directed;1
lovemorningside;cancervive;Directed;4
rachel_feister;matrix;Directed;1
brow_lounge;skinceuticals;Directed;3
botanicabazaar;drdanabeauty;Directed;5
sashaydown_;repostapp;Directed;1
workforlipstick;tarte;Directed;1
johnpaulricchio;spamedica_toronto;Directed;1
jasminexiez;catherineflint;Directed;2
isabelleaguirre95;osbrink_agency;Directed;1
ayushimanaktala;neutrogena;Directed;1
aemcguire;sigmabeauty;Directed;1
mariajosesernas;chanelofficial;Directed;1
kerrywashington;tsdhairextensions;Directed;1
thisisfeb12;larocheposayusa;Directed;1
makeup_shannonigansss;anastasiabeverlyhills;Directed;3
_bellezzarte_;sephora_greece;Directed;1
natalieelisemilon;jaclynhill;Directed;1
lgbtadvocate;sephora;Directed;1
mariajosesernas;thecw;Directed;1
drdeneseskincare;skincare;Directed;4
stephleemakeup;bioreus;Directed;1
butterflybeautyartistry;influenster;Directed;1
andreamonique_aesthetics;zoskinhealth;Directed;2
megakristin19;neutrogena;Directed;1
angelisnotaguru;jeffreestar;Directed;1
bellavitaworld;natalie_elisha_tv;Directed;1
skinceuticals;neliebrahimi_;Directed;2
elizabethulloamakeup;target;Directed;2
vichyusa;hellofashionblogadd;Directed;1
teachersbeautyguide;kiehls;Directed;1
elwoodjakezoeypups;hangten;Directed;1
larasplace;influenster;Directed;1
tacentre.za;get_repost;Directed;1
kawa.lily;neutrogena;Directed;1
skinceuticals;rosiew201;Directed;1
skinceuticals;the_diva_lucia;Directed;1
skinceuticals;nargiza_esthetics;Directed;2
sh0okme;maybelline;Directed;2
rimasuwarjono;dove;Directed;2
drjanellevega;megan_a_casey;Directed;1
ariel_hope;dermalogica;Directed;3
skbeauty_dz;dove;Directed;1
carissawitya;muradskincare;Directed;1
bbootsma;vichyusa;Directed;1
leonnista;niveame;Directed;2
inexpensivelipstick;neutrogena;Directed;1
seattleskincare;julepbeauty;Directed;1
makeupkanchhi;lancomeofficial;Directed;5
aceinfacestudio;originscanada;Directed;4
beautybydcor;doseofcolors;Directed;3
tiffanylovemua;dermalogica;Directed;1
beauddiction;trendmood1;Directed;1
sophieanncreative;neutrogena;Directed;1
rivasleidi;lancomeof;Directed;1
vampaddict88;simpleskincare;Directed;1
slashedbeauty;neutrogena;Directed;1
_amandabella;barem;Directed;1
pomperaugplasticsurgery;esthetics_by_lindsayashley;Directed;1
katethedoctor;aveneusa;Directed;1
danielle.beauty;hardcandylife;Directed;1
viclemaire;neutrogena;Directed;1
kaysa_beauty101;smashboxcosmetics;Directed;1
annasdaytoday;neutrogena;Directed;1
rachelannedan;ariul_beauty;Directed;2
merissasegedimua;herbivorebotanicals;Directed;1
